"Reporting Period","Project ID","Project County","Project City","Project ZIP","Gas Utility","Electric Utility","Project Completion Date","Total Project Cost","Pre-Retrofit Home Heating Fuel Type","Year Home Built","Size Of Home","Number Of Units","Job Type","Type Of Dwelling","Measure Type","Estimated Annual kWh Savings","Estimated Annual MMBtu Savings","First Year Modeled Project Energy Savings $ Estimate","Location 1"
"06/30/2023","519784","Monroe","Webster","14580","Rochester Gas & Electric","Rochester Gas & Electric","12/23/2021","$3,302.00","Natural Gas",,"1,650","1","Home Performance","Single Family","Heating and Cooling","494.00","6.00","$106.00"," Webster NY 14580 (43.2141056, -77.4345478)"
"06/30/2023","422935","Kings","Brooklyn","11236","National Grid","Consolidated Edison","10/07/2019","$7,447.00","Natural Gas","1972","3,700","1","Home Performance","Single Family","Building Shell","932.00","40.00","$664.00"," Brooklyn NY 11236 (40.644345, -73.905535)"
"06/30/2023","404202","Chemung","Elmira","14901","New York State Electric & Gas","New York State Electric & Gas","11/07/2019","$1,058.00","Natural Gas","1928","1,374","1","Home Performance","Single Family","Building Shell","301.00","3.00","$60.00"," Elmira NY 14901 (42.09461, -76.804665)"
"06/30/2023","496795","Fulton","Johnstown","12095",,"National Grid","08/03/2021","$4,940.00","Wood",,"1,485","1","Home Performance","Single Family","Building Shell","0.00","19.00","$209.00"," Johnstown NY 12095 (43.001485, -74.370365)"
"06/30/2023","435926","Otsego","Hartwick","13348",,"National Grid","02/14/2020","$3,997.00","Oil",,"1,700","1","Home Performance","Single Family","Building Shell","0.00","11.00","$238.00"," Hartwick NY 13348 (42.6604944, -75.0502082)"
"06/30/2023","496252","Monroe","Rochester","14606","Rochester Gas & Electric","Rochester Gas & Electric","09/02/2021","$6,094.00","Natural Gas",,"1,624","1","Home Performance","Single Family","Building Shell","860.00","21.00","$269.00"," Rochester NY 14606 (43.16463, -77.64152)"
"06/30/2023","501980","Ontario","Shortsville","14548","New York State Electric & Gas","Rochester Gas & Electric","08/05/2021","$3,890.00","Natural Gas",,"1,628","1","Home Performance","Single Family","Building Shell","0.00","22.00","$197.00"," Shortsville NY 14548 (42.95523, -77.22575)"
"06/30/2023","494228","Cayuga","Sterling","13156",,"Rochester Gas & Electric","09/21/2021","$5,845.00","Oil","1871","1,344","1","Home Performance","Single Family","Building Shell","259.00","31.00","$572.00"," Sterling NY 13156 (43.31597, -76.703585)"
"06/30/2023","433222","Oneida","Rome","13440","National Grid","National Grid","01/13/2020","$3,754.00","Natural Gas",,"1,071","1","Home Performance","Single Family","Building Shell","158.00","13.00","$121.00"," Rome NY 13440 (43.21118, -75.458425)"
"06/30/2023","420887","Oswego","Oswego","13126",,"National Grid","08/29/2019","$1,014.00","Kerosene","1977","Report SF less than 800","1","Home Performance","Mobile","Building Shell","510.00","3.00","$155.00"," Oswego NY 13126 (43.457085, -76.499485)"
"06/30/2023","484984","Otsego","Schenevus","12155",,"New York State Electric & Gas","04/15/2021","$10,695.00","Oil",,"1,103","1","Home Performance","Single Family","Building Shell","510.00","46.00","$856.00"," Schenevus NY 12155 (42.54763, -74.823125)"
"06/30/2023","508074","Sullivan","Bloomingburg","12721",,"Orange & Rockland","10/12/2021","$17,919.00","Propane","1941","1,728","1","Home Performance","Single Family","Building Shell","-8,444.00","110.00","$1,433.00"," Bloomingburg NY 12721 (41.5707368, -74.4254702)"
"06/30/2023","450083","Orange","Slate Hill","10973",,"Orange & Rockland","04/07/2020","$7,017.00","Oil","1980","2,800","1","Home Performance","Single Family","Building Shell","975.00","39.00","$921.00"," Slate Hill NY 10973 (41.3915895, -74.4820964)"
"06/30/2023","392821","Washington","Whitehall","12887",,"National Grid","09/09/2019","$3,901.00","Pellets","1906","1,225","1","Home Performance","Single Family","Building Shell","1,311.00","6.00","$280.00"," Whitehall NY 12887 (43.5531899, -73.4029144)"
"06/30/2023","495138","Erie","Buffalo","14215","National Fuel Gas Distribution","National Grid","08/12/2021","$10,658.00","Natural Gas","1928","1,474","1","Home Performance","Single Family","Building Shell","1,071.00","89.00","$901.00"," Buffalo NY 14215 (42.93241, -78.80886)"
"06/30/2023","480628","Clinton","Plattsburgh","12901","New York State Electric & Gas","New York State Electric & Gas","11/19/2020","$10,622.00","Natural Gas",,"1,792","1","Home Performance","Mobile","Building Shell","910.00","36.00","$443.00"," Plattsburgh NY 12901 (44.70149, -73.45762)"
"06/30/2023","473508","Monroe","Rochester","14606","Rochester Gas & Electric","Rochester Gas & Electric","10/27/2020","$994.00","Natural Gas","1931","1,152","1","Home Performance","Single Family","Building Shell","1,043.00","1.00","$110.00"," Rochester NY 14606 (43.16463, -77.64152)"
"06/30/2023","503463","Erie","Buffalo","14218","National Fuel Gas Distribution","National Grid","12/22/2021","$429.00","Natural Gas","1936","2,608","1","Home Performance","Single Family","Building Shell","0.00","0.00","$2.00"," Buffalo NY 14218 (42.820135, -78.82654)"
"06/30/2023","459970","Suffolk","Riverhead","11901",,"Long Island Power Authority","03/18/2021","$13,637.00","Oil","1971","900","1","Home Performance","Mobile","Building Shell","510.00","50.00","$1,171.00"," Riverhead NY 11901 (40.919965, -72.66377)"
"06/30/2023","434959","Onondaga","Syracuse","13207","National Grid","National Grid","03/25/2020","$1,170.00","Natural Gas","1921","1,768","1","Home Performance","Single Family","Building Shell","0.00","4.00","$34.00"," Syracuse NY 13207 (43.0200289, -76.1626311)"
"06/30/2023","503618","Queens","Queens","11420","National Grid","Consolidated Edison","06/22/2021","$12,536.00","Natural Gas","1961","2,444","1","Home Performance","Single Family","Building Shell","510.00","88.00","$1,471.00"," Queens NY 11420 (40.67144, -73.81526)"
"06/30/2023","432976","Orange","Montgomery","12549","Central Hudson Gas & Electric","Central Hudson Gas & Electric","02/18/2020","$633.00","Natural Gas","1821","1,900","1","Home Performance","Single Family","Building Shell","494.00","11.00","$222.00"," Montgomery NY 12549 (41.52438, -74.235195)"
"06/30/2023","499196","Oneida","Annsville","13471",,"National Grid","09/07/2021","$11,766.00","Wood",,"1,984","1","Home Performance","Single Family","Building Shell","796.00","34.00","$696.00"," Annsville NY 13471 (43.345763399, -75.615671692)"
"06/30/2023","505158","Monroe","Rochester","14612","Rochester Gas & Electric","Rochester Gas & Electric","08/24/2021","$4,261.00","Natural Gas",,"880","1","Home Performance","Single Family","Building Shell","0.00","6.00","$56.00"," Rochester NY 14612 (43.25403, -77.613775)"
"06/30/2023","442392","Tioga","Candor","13743","New York State Electric & Gas","New York State Electric & Gas","02/21/2020","$8,010.00","Natural Gas",,"Report SF more than 4,000","1","Home Performance","Single Family","Building Shell","443.00","37.00","$403.00"," Candor NY 13743 (42.2287615, -76.3389059)"
"06/30/2023","452914","Oneida","Whitesboro","13492","National Grid","National Grid","07/02/2020","$5,798.00","Natural Gas",,"Report SF less than 800","1","Home Performance","Single Family","Building Shell","0.00","14.00","$117.00"," Whitesboro NY 13492 (43.120445, -75.29465)"
"06/30/2023","452743","Monroe","Rochester","14624","Rochester Gas & Electric","Rochester Gas & Electric","02/28/2020","$3,130.00","Natural Gas",,"1,438","1","Home Performance","Single Family","Building Shell","301.00","9.00","$103.00"," Rochester NY 14624 (43.1094664, -77.7448848)"
"06/30/2023","509154","Wayne","Ontario","14519","Rochester Gas & Electric","Rochester Gas & Electric","08/26/2021","$9,162.00","Natural Gas","1983","896","1","Home Performance","Mobile","Building Shell","268.00","28.00","$273.00"," Ontario NY 14519 (43.225795, -77.286155)"
"06/30/2023","487660","Wayne","Marion","14505",,"New York State Electric & Gas","03/09/2021","$5,039.00","Propane",,"1,248","1","Home Performance","Single Family","Building Shell","0.00","13.00","$320.00"," Marion NY 14505 (43.14476, -77.18748)"
"06/30/2023","444564","Washington","Granville","12832",,"New York State Electric & Gas","03/18/2020","$6,254.00","Kerosene",,"Report SF less than 800","1","Home Performance","Mobile","Building Shell","400.00","31.00","$720.00"," Granville NY 12832 (43.40284, -73.264795)"
"06/30/2023","511725","Allegany","Caneadea","14717",,"Rochester Gas & Electric","09/30/2021","$5,579.00","Propane","1979","Report SF less than 800","1","Home Performance","Mobile","Building Shell","510.00","17.00","$420.00"," Caneadea NY 14717 (42.3869373, -78.1547059)"
"06/30/2023","489243","Chenango","Earlville","13332",,"New York State Electric & Gas","07/08/2021","$3,944.00","Oil","1841","2,124","1","Home Performance","Single Family","Building Shell","510.00","7.00","$206.00"," Earlville NY 13332 (42.7696496, -75.5965947)"
"06/30/2023","457081","Tioga","Spencer","14883",,"New York State Electric & Gas","11/03/2020","$7,973.00","Oil","1991","1,352","1","Home Performance","Single Family","Building Shell","301.00","33.00","$496.00"," Spencer NY 14883 (42.214075, -76.496295)"
"06/30/2023","472254","Yates","Dundee","14837",,"New York State Electric & Gas","02/02/2021","$7,718.00","Propane","1990","980","1","Home Performance","Mobile","Building Shell","969.00","26.00","$612.00"," Dundee NY 14837 (42.525065, -76.972255)"
"06/30/2023","428564","Herkimer","Black River","13361","National Grid","National Grid","11/04/2019","$6,954.00","Natural Gas","1972","996","1","Home Performance","Mobile","Building Shell","196.00","22.00","$200.00"," Black River NY 13361 (44.00616, -75.79691)"
"06/30/2023","480460","Otsego","Oneonta","13820",,"New York State Electric & Gas","06/22/2021","$8,403.00","Propane",,"2,376","1","Home Performance","Single Family","Building Shell","510.00","32.00","$828.00"," Oneonta NY 13820 (42.45785, -75.061825)"
"06/30/2023","475663","Erie","Cheektowaga","14227","National Fuel Gas Distribution","New York State Electric & Gas","11/18/2020","$4,854.00","Natural Gas","1975","1,232","1","Home Performance","Single Family","Building Shell","393.00","42.00","$350.00"," Cheektowaga NY 14227 (42.884806082, -78.750933104)"
"06/30/2023","457553","Oneida","Rome","13440","National Grid","National Grid","10/27/2020","$7,766.00","Natural Gas",,"1,400","1","Home Performance","Single Family","Building Shell","848.00","80.00","$746.00"," Rome NY 13440 (43.21118, -75.458425)"
"06/30/2023","474432","Oswego","Fulton","13069",,"National Grid","10/08/2020","$6,195.00","Propane","1996","1,008","1","Home Performance","Mobile","Building Shell","910.00","20.00","$448.00"," Fulton NY 13069 (43.325035, -76.41174)"
"06/30/2023","475649","Erie","Buffalo","14215","National Fuel Gas Distribution","National Grid","01/19/2021","$5,043.00","Natural Gas",,"1,292","1","Home Performance","Single Family","Building Shell","125.00","21.00","$164.00"," Buffalo NY 14215 (42.93241, -78.80886)"
"06/30/2023","472036","Suffolk","Brentwood","11717",,"Long Island Power Authority","03/02/2021","$7,044.00","Oil","1928","1,474","1","Home Performance","Single Family","Building Shell","410.00","27.00","$621.00"," Brentwood NY 11717 (40.78067, -73.248705)"
"06/30/2023","489753","Erie","Buffalo","14207","National Fuel Gas Distribution","National Grid","03/04/2021","$10,997.00","Natural Gas","1871","1,887","1","Home Performance","Single Family","Building Shell","510.00","86.00","$683.00"," Buffalo NY 14207 (42.945525, -78.887125)"
"06/30/2023","430852","Seneca","Ovid","14521",,"New York State Electric & Gas","12/03/2019","$4,139.00","Oil",,"2,577","1","Home Performance","Single Family","Building Shell","0.00","21.00","$418.00"," Ovid NY 14521 (42.6764, -76.824295)"
"06/30/2023","482866","Oneida","Utica","13501","National Grid","National Grid","08/03/2021","$1,680.00","Natural Gas",,"1,242","1","Home Performance","Single Family","Building Shell","0.00","9.00","$94.00"," Utica NY 13501 (43.09528, -75.22754)"
"06/30/2023","456436","Monroe","Rochester","14605","Rochester Gas & Electric","Rochester Gas & Electric","06/04/2020","$4,530.00","Natural Gas","1996","1,584","1","Home Performance","Single Family","Building Shell","0.00","16.00","$137.00"," Rochester NY 14605 (43.165635, -77.59645)"
"06/30/2023","490318","Allegany","Wellsville","14895","National Fuel Gas Distribution","Municipal","07/08/2021","$7,649.00","Natural Gas","1971","1,210","1","Home Performance","Single Family","Building Shell","50.00","44.00","$385.00"," Wellsville NY 14895 (42.12311, -77.94936)"
"06/30/2023","489997","Ulster","Stone Ridge","12484",,"Central Hudson Gas & Electric","05/10/2021","$3,344.00","Oil","1952","1,728","1","Home Performance","Single Family","Building Shell","510.00","14.00","$255.00"," Stone Ridge NY 12484 (41.85409, -74.13805)"
"06/30/2023","522355","Monroe","Rochester","14609","Rochester Gas & Electric","Rochester Gas & Electric","10/19/2021","$9,308.00","Natural Gas",,"1,392","1","Home Performance","Single Family","Building Shell","400.00","25.00","$259.00"," Rochester NY 14609 (43.165865, -77.56504)"
"06/30/2023","456014","Queens","Queens","11412","National Grid","Consolidated Edison","11/10/2020","$4,204.00","Natural Gas","1956","1,200","1","Home Performance","Single Family","Building Shell","1,037.00","10.00","$337.00"," Queens NY 11412 (40.692835, -73.75811)"
"06/30/2023","476561","Tioga","Waverly","14892",,"Municipal","12/29/2020","$13,493.00","Wood","1981","1,080","1","Home Performance","Mobile","Building Shell","447.00","29.00","$718.00"," Waverly NY 14892 (42.0063557, -76.5395682)"
"06/30/2023","432571","Cayuga","Auburn","13021","New York State Electric & Gas","New York State Electric & Gas","11/11/2019","$1,908.00","Natural Gas",,"1,448","1","Home Performance","Single Family","Building Shell","253.00","17.00","$193.00"," Auburn NY 13021 (42.9355, -76.56687)"
"06/30/2023","463994","Ontario","Bloomfield","14469","National Fuel Gas Distribution","National Grid","12/17/2020","$2,165.00","Natural Gas","1996","1,120","1","Home Performance","Mobile","Building Shell","0.00","15.00","$111.00"," Bloomfield NY 14469 (42.900925, -77.423415)"
"06/30/2023","445705","Erie","Lackawanna","14218","National Fuel Gas Distribution","National Grid","03/03/2020","$5,444.00","Natural Gas","1946","1,600","1","Home Performance","Single Family","Building Shell","0.00","42.00","$310.00"," Lackawanna NY 14218 (42.820488763, -78.823528026)"
"06/30/2023","431043","Monroe","Rochester","14616","Rochester Gas & Electric","Rochester Gas & Electric","01/07/2020","$7,475.00","Natural Gas",,"1,658","1","Home Performance","Single Family","Building Shell","0.00","57.00","$480.00"," Rochester NY 14616 (43.22041, -77.64325)"
"06/30/2023","459422","Oneida","Verona","13478",,"National Grid","02/25/2021","$6,766.00","Oil",,"1,449","1","Home Performance","Single Family","Building Shell","2,764.00","11.00","$475.00"," Verona NY 13478 (43.13375, -75.58285)"
"06/30/2023","407915","Bronx","The Bronx","10469","Consolidated Edison","Consolidated Edison","09/11/2019","$4,168.00","Natural Gas",,"1,432","1","Home Performance","Single Family","Building Shell","759.00","23.00","$428.00"," The Bronx NY 10469 (40.872455, -73.85094)"
"06/30/2023","470866","Suffolk","Bay Shore","11706",,"Long Island Power Authority","04/06/2021","$6,247.00","Oil",,"1,000","1","Home Performance","Single Family","Building Shell","395.00","31.00","$666.00"," Bay Shore NY 11706 (40.7265495, -73.2512226)"
"06/30/2023","453803","Erie","Buffalo","14226","National Fuel Gas Distribution","National Grid","06/24/2020","$1,488.00","Natural Gas","1951","1,344","1","Home Performance","Single Family","Building Shell","158.00","9.00","$82.00"," Buffalo NY 14226 (42.977785, -78.816145)"
"06/30/2023","387620","Monroe","Churchville","14428",,"National Grid","08/29/2019","$4,665.00","Oil",,"840","1","Home Performance","Single Family","Building Shell","443.00","13.00","$458.00"," Churchville NY 14428 (43.10182, -77.88467)"
